,#TimePeriods,#Customer,#Vehicle,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,Cost,Quantity,LogisticRatio,T_InitialSchedule,CostAfterHGS,Quantity,LogisticRatio,T_InitialSolution,NumberOfRebalance,NumberOfRebalanceImproved,RebalanceAveragePercentageImprovement,BestCost,BestQuantity,BestLogisticRatio,Time,GlobalBestCost,GlobalBestQuantity,GlobalBestLogisticRatio,T_To_best,T_Total
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n100_4.dat,6,101,4,48406,27583,1.75492,0,19381,27583,0.702643,36,5,0,0,18816,28614,0.65758,46,48869,27348,1.78693,0,19680,27348,0.719614,37,6,0,0,19176,29468,0.65074,47,47434,27713,1.71162,0,19786,27713,0.713961,38,6,0,0,18708,29421,0.635872,49,48144,27454,1.75362,0,19781,27454,0.720514,38,7,0,0,18163,28751,0.631735,53,49294,27246,1.80922,0,19426,27246,0.712985,36,4,0,0,18396,29091,0.632361,10,18163,28751,0.631735,344,390
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n200_4.dat,6,201,4,77868,58177,1.33847,0,24737,58177,0.425202,74,5,0,0,23485,59772,0.39291,148,75504,57763,1.30713,0,24605,57763,0.425965,80,4,0,0,23193,59054,0.392742,128,76074,58390,1.30286,0,24682,58390,0.422709,77,5,0,0,23603,59461,0.396949,99,75015,58809,1.27557,0,24570,58809,0.417793,77,9,0,0,23435,61362,0.381914,238,80498,56754,1.41837,0,24634,56754,0.434049,79,6,0,0,23124,61541,0.37575,174,23124,61541,0.37575,1174,1174
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n200_4.dat,6,201,4,76689,58082,1.32036,0,24952,58082,0.4296,78,5,0,0,23347,60500,0.385901,170,73953,58312,1.26823,0,24863,58312,0.426379,80,5,0,0,23520,61359,0.383318,180,72253,59149,1.22154,0,24352,59149,0.411706,75,5,0,0,22946,60679,0.378154,151,70646,59388,1.18957,0,24439,59388,0.411514,80,4,0,0,23288,59683,0.390195,81,72779,58884,1.23597,0,24696,58884,0.419401,87,3,0,0,23750,60407,0.393166,98,22946,60679,0.378154,734,1080
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n200_4.dat,6,201,4,75948,54808,1.38571,0,25363,54808,0.462761,96,5,0,0,24728,56502,0.437648,210,75348,54320,1.38711,0,25664,54320,0.472459,100,5,0,0,23914,53372,0.448063,93,72762,55010,1.3227,0,24959,55010,0.453718,93,4,0,0,24169,57487,0.420425,190,75804,55737,1.36003,0,25408,55737,0.455855,91,5,0,0,24331,56807,0.42831,59,74948,55181,1.35822,0,25375,55181,0.45985,91,4,0,0,24607,57770,0.425948,76,24169,57487,0.420425,782,1099
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n200_4.dat,6,201,4,78728,57827,1.36144,0,24704,57827,0.427205,75,3,0,0,23248,58329,0.398567,143,78016,56981,1.36916,0,25122,56981,0.440884,72,4,0,0,23714,57892,0.409625,0,77180,56768,1.35957,0,24302,56768,0.428093,160,5,0,0,23650,59497,0.397499,159,79424,57939,1.37082,0,24976,57939,0.431074,74,4,0,0,23236,58984,0.393937,133,76717,56696,1.35313,0,24345,56696,0.429395,67,5,0,0,23037,58421,0.394327,89,23236,58984,0.393937,816,972
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n200_4.dat,6,201,4,78253,57847,1.35276,0,25274,57847,0.436911,82,5,0,0,24616,59152,0.416148,172,76465,57842,1.32196,0,25631,57842,0.443121,95,6,0,0,24292,59077,0.411192,181,79721,58595,1.36054,0,25536,58595,0.435805,100,7,0,0,23753,60396,0.393288,155,75124,58097,1.29308,0,25024,58097,0.430728,88,5,0,0,22530,57079,0.394716,0,79203,57429,1.37915,0,25529,57429,0.444532,166,4,0,0,24483,60738,0.403092,88,23753,60396,0.393288,785,1127
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs6n200_4.dat,6,201,4,78853,58801,1.34101,0,25240,58801,0.429244,87,4,0,0,24240,61057,0.397006,168,78155,57660,1.35545,0,25202,57660,0.437079,95,5,0,0,24219,60617,0.399541,81,77048,56830,1.35576,0,23962,56830,0.421643,83,5,0,0,23229,58802,0.395038,187,76421,58564,1.30491,0,24761,58564,0.422802,87,5,0,0,23744,58950,0.402782,93,78006,57954,1.346,0,24540,57954,0.423439,78,6,0,0,22950,58113,0.39492,173,22950,58113,0.39492,1132,1132
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs7n200_4.dat,6,201,4,79236,51018,1.5531,0,26005,51018,0.509722,86,8,0,0,24894,53317,0.466905,226,77747,50365,1.54367,0,26016,50365,0.516549,111,4,0,0,25095,53060,0.472955,99,77412,50019,1.54765,0,25601,50019,0.511826,97,6,0,0,24991,53547,0.466711,181,75691,50937,1.48597,0,25397,50937,0.498596,87,5,0,0,24748,52879,0.468012,83,77279,50933,1.51727,0,25854,50933,0.507608,84,6,0,0,23833,53087,0.448942,172,23833,53087,0.448942,1226,1226
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs8n200_4.dat,6,201,4,74690,55506,1.34562,0,24785,55506,0.446528,80,3,0,0,23621,56755,0.416192,162,72685,54571,1.33193,0,24469,54571,0.448388,86,5,0,0,23293,55626,0.418743,109,73107,54195,1.34896,0,24363,54195,0.449543,77,5,0,0,23191,56349,0.41156,154,71348,55213,1.29223,0,24366,55213,0.441309,78,4,0,0,23932,57348,0.417312,89,71204,54149,1.31496,0,24576,54149,0.453859,84,5,0,0,23672,56659,0.417798,0,23191,56349,0.41156,668,919
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs9n200_4.dat,6,201,4,77048,54943,1.40233,0,25803,54943,0.469632,185,3,0,0,24766,56348,0.439519,157,80839,54477,1.48391,0,26366,54477,0.483984,84,7,0,0,24255,56095,0.432391,173,80521,54819,1.46885,0,26039,54819,0.475,92,3,0,0,24487,55536,0.440921,84,77746,55412,1.40305,0,26174,55412,0.472353,86,3,0,0,25065,55685,0.450121,112,77042,54725,1.4078,0,25883,54725,0.472965,86,5,0,0,24086,54558,0.441475,0,24255,56095,0.432391,599,1059
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs10n200_4.dat,6,201,4,76860,56707,1.35539,0,25071,56707,0.442115,164,5,0,0,23922,57893,0.413211,184,75621,56762,1.33225,0,25103,56762,0.44225,88,5,0,0,23689,58090,0.407798,126,74925,57326,1.307,0,24737,57326,0.431514,92,4,0,0,23760,58375,0.407024,171,72349,57536,1.25746,0,24846,57536,0.431834,68,5,0,0,24048,57394,0.418999,0,75906,56124,1.35247,0,25014,56124,0.445692,146,5,0,0,23609,57856,0.408065,65,23760,58375,0.407024,825,1104
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs1n50_5.dat,6,51,5,34790,13537,2.56999,0,20541,13537,1.5174,17,5,0,0,20521,13942,1.47188,21,33800,13034,2.59322,0,19301,13034,1.48082,18,12,0,0,19613,14203,1.38091,22,35292,13050,2.70437,0,19926,13050,1.5269,19,6,0,0,19610,14203,1.38069,21,37074,13703,2.70554,0,21200,13703,1.54711,20,5,0,0,19527,14037,1.39111,1,37977,13337,2.84749,0,20724,13337,1.55387,19,5,0,0,20317,14320,1.41878,2,19610,14203,1.38069,118,160
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs2n50_5.dat,6,51,5,38554,13478,2.86051,0,20596,13478,1.52812,18,7,0,0,20999,14099,1.4894,22,37947,13606,2.78899,0,21262,13606,1.56269,19,6,0,0,20158,13837,1.45682,21,40294,13158,3.06232,0,21184,13158,1.60997,20,5,0,0,20465,13871,1.47538,2,37754,13105,2.88089,0,20434,13105,1.55925,18,5,0,0,21164,14443,1.46535,2,40239,13115,3.06817,0,20926,13115,1.59558,19,5,0,0,19634,13454,1.45934,0,20158,13837,1.45682,80,141
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs3n50_5.dat,6,51,5,33977,13726,2.47538,0,18025,13726,1.3132,21,5,0,0,17619,13904,1.26719,21,33909,13564,2.49993,0,17561,13564,1.29468,18,5,0,0,17323,13701,1.26436,21,37340,13447,2.77683,0,18530,13447,1.378,21,13,0,0,16986,13704,1.23949,22,32368,13053,2.47974,0,17562,13053,1.34544,18,6,0,0,16358,13441,1.21702,20,35941,13120,2.73941,0,17888,13120,1.36341,22,5,0,0,16502,13500,1.22237,2,16358,13441,1.21702,162,186
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs4n50_5.dat,6,51,5,36808,13584,2.70966,0,19948,13584,1.46849,17,8,0,0,20234,14052,1.43994,18,35651,13552,2.63068,0,20185,13552,1.48945,18,6,0,0,18762,13336,1.40687,19,35276,13595,2.59478,0,20408,13595,1.50114,19,5,0,0,18495,12994,1.42335,2,36042,13591,2.6519,0,20004,13591,1.47186,20,7,0,0,19113,13951,1.37001,19,35804,13552,2.64197,0,20536,13552,1.51535,20,6,0,0,19023,13948,1.36385,19,19023,13948,1.36385,171,171
/home/andy/Desktop/Curtin/IRPLR/IRPLR/Data/mvirp/Big_Instances/Istanze0105/abs5n50_5.dat,6,51,5,33867,13374,2.5323,0,18622,13374,1.3924,17,5,0,0,18347,13720,1.33724,22,34753,13612,2.55311,0,19298,13612,1.41772,20,8,0,0,18235,13641,1.33678,25,35645,13010,2.73982,0,18635,13010,1.43236,24,10,0,0,18101,14047,1.2886,27,33371,13045,2.55814,0,18753,13045,1.43756,23,5,0,0,17804,13273,1.34137,0,36078,13305,2.71161,0,19612,13305,1.47403,25,5,0,0,18642,14140,1.31839,1,18101,14047,1.2886,135,184
